用户ID,服务ID,时间,行为,内容,转推,喜欢,回复,URL
Nick Craver,Twitter,下午1:03 - 2015年10月18日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Thanks to everyone that made #SOinSD a killer meetup! &lt;3 you all #PropsToOps”,0,17,1,https://twitter.com/jasonpunyon/status/655836510034333696
Nick Craver,Twitter,下午1:38 - 2015年9月18日,喜欢,Kevin Montrose 的 Twitter: “@stevvve don&#39;t be so hard on yourself Steve.”,0,4,4,https://twitter.com/kevinmontrose/status/644973699473481728
Nick Craver,Twitter,上午11:55 - 2015年6月21日,喜欢,"Geoff Dalgas 的 Twitter: “Finally headed home from Denver after a week of #milehighops bubye Oregon servers, I hope you like it in Denver”",0,1,1,https://twitter.com/superdalgas/status/612695328710508544
Nick Craver,Twitter,下午5:20 - 2016年1月28日,喜欢,"Ben Adams 的 Twitter: “@DamianEdwards PacketDirect, traffic shaping/routing in software for SDN and handle 40GB/s on 1 core - good talk: https://t.co/HFPUuRxhdc”",0,3,2,https://twitter.com/ben_a_adams/status/692879921887096832
Nick Craver,Twitter,下午1:45 - 2015年11月17日,喜欢,Jon Galloway 的 Twitter: “notie.js: A clean &amp; simple notification plugin for javascript with no dependencies. &#10;https://t.co/Y7HYfNoCaP https://t.co/m6mdvIA1Me”,0,51,3,https://twitter.com/jongalloway/status/666733926765871105
Nick Craver,Twitter,下午10:33 - 2015年10月17日,喜欢,Ben Dumke-v. d. Ehe 的 Twitter: “@spaanzischeme I would read your biography.”,0,4,4,https://twitter.com/balpha/status/655617564094124032
Nick Craver,Twitter,上午9:12 - 2015年5月25日,喜欢,Ilya Grigorik 的 Twitter: “use Sublime? awesome plugin tips to boost your productivity: http://t.co/ZqTAyajtTd”,0,112,2,https://twitter.com/igrigorik/status/602869745046540289
Nick Craver,Twitter,下午6:29 - 2015年9月11日,喜欢,Kevin Montrose 的 Twitter: “@jzy @Nick_Craver @callouscommits the fuck are you implying?”,0,1,1,https://twitter.com/kevinmontrose/status/642510290484088832
Nick Craver,Twitter,上午7:28 - 2016年1月28日,喜欢,"David Robinson 的 Twitter: “I just started a Search in this project on GitLab, so time to go refill my coffee and maybe pick up knitting https://t.co/d2hFyBXUty”",0,7,1,https://twitter.com/drob/status/692730876409569280
Nick Craver,Twitter,上午7:13 - 2015年11月17日,喜欢,"Marc Gravell 的 Twitter: “@ben_a_adams @Nick_Craver @DamianEdwards Jil/Sigil fully complete; not published, but under mgravell, CoreCLR branch (/cc @kevinmontrose)”",0,4,1,https://twitter.com/marcgravell/status/666635260826927104
Nick Craver,Twitter,下午12:11 - 2015年10月17日,喜欢,"Dean Ward 的 Twitter: “Possible 4 hour delay back to JFK &#39;cos plane captain is ill. I played flight simulator once, maybe I can do it? #SOinSD”",0,4,2,https://twitter.com/deanward81/status/655461222922321920
Nick Craver,Twitter,下午4:19 - 2015年5月20日,喜欢,Visual Studio 的 Twitter: “7 steps to collecting data from a Windows service using #IntelliTrace Standalone Collector: http://t.co/xW4Hdmxgz6 http://t.co/52KnvKRMS9”,0,55,32,https://twitter.com/visualstudio/status/601165257034305536
Nick Craver,Twitter,上午6:58 - 2015年9月6日,喜欢,Elise Craver 的 Twitter: “DJ Bossy Butt at the helm. I&#39;m teaching her the Art of Car Dancing. #carwindowsmakeusinvisible”,0,1,1,https://twitter.com/e_craver/status/640524406175977472
Nick Craver,Twitter,下午10:17 - 2015年12月30日,喜欢,Adam Lear 的 Twitter: “@SuperDalgas camping”,0,2,2,https://twitter.com/aalear/status/682445387500773376
Nick Craver,Twitter,下午2:13 - 2015年11月11日,喜欢,Scott Hanselman 的 Twitter: “This two-factor auth thing is getting out of control. I think my touchid just took a blood sample.”,0,65,12,https://twitter.com/shanselman/status/664566534061199365
Nick Craver,Twitter,上午1:35 - 2015年10月16日,喜欢,David Haney 的 Twitter: “I&#39;m off to bed #SOinSD - it has truly been a pleasure talking with and meeting you all. I feel lucky to work with such awesome people.”,0,4,4,https://twitter.com/haneycodes/status/654938730713628672
Nick Craver,Twitter,下午8:25 - 2015年3月11日,喜欢,"Kendal Van Dyke 的 Twitter: “@Nick_Craver @DBArgenis you know about @NikoNeugebauer&#39;s series on columnstore, right? http://t.co/nAF5DbZbJ3”",0,1,1,https://twitter.com/sqldba/status/575860103125057536
Nick Craver,Twitter,下午5:05 - 2015年9月4日,喜欢,"Whitney Champion 的 Twitter: “B sat down to watch football. then caylin walked over and put her toy story dvd in,  pressed play. owned.”",0,18,1,https://twitter.com/shortxstack/status/639952376196132864
Nick Craver,Twitter,上午11:51 - 2015年12月29日,喜欢,Glenn Berry 的 Twitter: “New blog post: https://t.co/7DKJVIVpDb - SQL Server Diagnostic Query Reorganization #sqlskills #sqlserver #dmv”,0,18,1,https://twitter.com/glennalanberry/status/681925613146476545
Nick Craver,Twitter,下午1:37 - 2015年11月4日,喜欢,ERSATZ DEVLOPER 的 Twitter: “The people I work with are moving mountains in days. #SOProud”,0,8,2,https://twitter.com/jasonpunyon/status/662020910371569664
Nick Craver,Twitter,下午10:51 - 2015年10月12日,喜欢,"Marc Gravell 的 Twitter: “The hardest part of #SOinSD : my 6yo at bedtime: Mummy, I&#39;m not going to stop hugging you &#39;til Daddy gets home! - heart melting”",0,9,1,https://twitter.com/marcgravell/status/653810267239804928
Nick Craver,Twitter,下午8:12 - 2015年3月11日,喜欢,Argenis Fernandez 的 Twitter: “Data Loading performance considerations with Clustered Columnstore indexes - #SQLServer SQLCAT Team http://t.co/HMJyHg0HzN”,0,9,1,https://twitter.com/dbargenis/status/575856790144876544
Nick Craver,Twitter,下午2:10 - 2015年9月4日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Working at @StackOverflow is an embarrassment of riches of friends and support. &lt;3”,0,7,1,https://twitter.com/jasonpunyon/status/639908317045911552
Nick Craver,Twitter,下午7:05 - 2015年12月21日,喜欢,Kevin Montrose 的 Twitter: “.@willcole ... wow”,0,3,1,https://twitter.com/kevinmontrose/status/679135571579678720
Nick Craver,Twitter,下午7:56 - 2015年11月2日,喜欢,Ben Adams 的 Twitter: “@Nick_Craver @davidfowl if you have time cast your eye over some other perf PRs prior to merging https://t.co/GuMfhmVl6Z particularlly #315”,0,1,1,https://twitter.com/ben_a_adams/status/661391532948398080
Nick Craver,Twitter,下午3:21 - 2015年10月9日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Having special Daddy only dinner with Elle. Gonna miss this kid next week while I&#39;m at #SOinSD”,0,4,1,https://twitter.com/jasonpunyon/status/652609814971813888
Nick Craver,Twitter,下午1:07 - 2015年1月29日,喜欢,Elon Musk 的 Twitter: “Video made by owner of a P85D going up a 14% grade on snow passing a whole bunch of stuck SUVs https://t.co/LC9AHx0fuC”,0,"1,279",153,https://twitter.com/elonmusk/status/560906999664508931
Nick Craver,Twitter,下午1:10 - 2015年9月4日,喜欢,ERSATZ DEVLOPER 的 Twitter: “WHAT IS THIS FUCKING TWISTY THING? http://t.co/z1yek1fP9k”,,13,1,https://twitter.com/jasonpunyon/status/639893327828140032
Nick Craver,Twitter,下午7:04 - 2015年12月21日,喜欢,willcole 的 Twitter: “@kevinmontrose the sequel lightens the mood and ties up some loose ends.”,0,6,1,https://twitter.com/willcole/status/679135359280656384
Nick Craver,Twitter,下午4:26 - 2015年10月30日,喜欢,SwiftOnSecurity 的 Twitter: “Question: How do massive companies like Google guard private keys for their certificates when systems are so distributed?”,,112,46,https://twitter.com/swiftonsecurity/status/660236487657545729
Nick Craver,Twitter,下午12:11 - 2015年10月3日,喜欢,ERSATZ DEVLOPER 的 Twitter: “Me and @EllePunyon&#39;s first chair fort. #CHAIRFORT http://t.co/CrU4aLlEMj”,0,8,4,https://twitter.com/jasonpunyon/status/650387699250016256
Nick Craver,Twitter,上午9:13 - 2015年1月22日,喜欢,Microsoft Edge Dev 的 Twitter: “want to know more about #ProjectSpartan and the #Window10 January Preview Build? http://t.co/Q9FQZ5rwkK”,0,27,10,https://twitter.com/msedgedev/status/558311486817177601
Nick Craver,Twitter,上午10:24 - 2015年9月4日,喜欢,ERSATZ DEVLOPER 的 Twitter: “@tinkertim That&#39;s a nice goal you&#39;ve got there. It&#39;d be a shame if something happened to it.”,0,3,3,https://twitter.com/jasonpunyon/status/639851642452594688
Nick Craver,Twitter,下午4:17 - 2015年12月18日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “Fine, whatever. When there&#39;s a toothbrush sticking through the back of your neck you&#39;ll know I was right.”",0,3,1,https://twitter.com/jasonpunyon/status/678006258348236800
Nick Craver,Twitter,下午6:46 - 2015年10月27日,喜欢,"ERSATZ DEVLOPER 的 Twitter: “Alright, Queen Elle&#10;I am NOT Queen Elle. I&#39;m elle claIRE PUNYOOOOOOON!”",0,6,1,https://twitter.com/jasonpunyon/status/659184419668791296
Nick Craver,Twitter,上午9:51 - 2015年10月3日,喜欢,"Thomas Stringer 的 Twitter: “@Nick_Craver travel safe, brother.”",0,2,2,https://twitter.com/tr_stringer/status/650352450612785152
Nick Craver,Twitter,下午6:03 - 2015年1月21日,喜欢,Greg Whitworth 的 Twitter: “@Nick_Craver @jonathansampson https://t.co/7G9MWaybZF”,0,2,1,https://twitter.com/gregwhitworth/status/558082412077662210
Nick Craver,Twitter,上午11:19 - 2015年8月14日,喜欢,"your friend kasra 的 Twitter: “@stevvve that&#39;s not a sentence anyone&#39;s ever said to me before (yours, not the original tweet)”",0,1,2,https://twitter.com/jc4p/status/632255139609505792
Nick Craver,Twitter,下午2:54 - 2015年12月17日,喜欢,Glenn 的 Twitter: “Just pushed a new version of PackageSearch: https://t.co/iqW5TlB7iA it has a few new features and data for RC1 packages. Go check it out.”,0,5,1,https://twitter.com/condrong/status/677622946991620096
Nick Craver,Twitter,下午4:26 - 2015年10月26日,喜欢,SwiftOnSecurity 的 Twitter: “I&#39;m not Snowden.&#10;Please don&#39;t drone me.”,0,119,18,https://twitter.com/swiftonsecurity/status/658786841554882560
Nick Craver,Twitter,上午12:18 - 2015年9月24日,喜欢,"Chris Noessel 的 Twitter: “.@shanselman wakes up #reaktorbreakpoint with jokes about JavaScript,  the new virtual machine. #sketchnotes http://t.co/DRfVvf5pvg”",0,71,6,https://twitter.com/chrisnoessel/status/646946758476595200
Nick Craver,Twitter,上午6:21 - 2014年11月18日,喜欢,m0sa 的 Twitter: “Abusing CSharp 5 http://t.co/NwqCPV8OAc”,0,2,2,https://twitter.com/m0sa/status/534713080995799041
Nick Craver,Twitter,上午11:26 - 2015年7月7日,喜欢,"Damian Edwards 的 Twitter: “@Nick_Craver @davidfowl not that I&#39;m aware, but you can force a process halt w/ Debugger.Launch then do a manual dump”",0,1,2,https://twitter.com/damianedwards/status/618486382210609152
Nick Craver,Twitter,下午9:39 - 2014年11月4日,喜欢,Matt Cutts 的 Twitter: “Google releases an open-source tool to help test and secure SSL: http://t.co/ljWSVpOkDo”,0,340,13,https://twitter.com/mattcutts/status/529870664451104768
Nick Craver,Twitter,下午1:26 - 2014年2月19日,喜欢,PASS 的 Twitter: “RT @AdamMachanic: Submitting for #sqlpass? Please read my guide to abstracts (http://t.co/FIkaIhTVfK) and @BrentO&#39;s (http://t.co/5LFGnMH7O5)”,0,1,1,https://twitter.com/sqlpass/status/436250574573801474
Nick Craver,Twitter,下午2:47 - 2014年10月24日,喜欢,David Haney 的 Twitter: “@SuperDalgas @Nick_Craver but did he remember his socks?”,0,3,1,https://twitter.com/haneycodes/status/525765434835222528
Nick Craver,Twitter,上午11:05 - 2013年12月8日,喜欢,John Papa 的 Twitter: “example: Story: We want repos to load from storage &amp; save at key moments. 1st need to setup the repos to be aware of storage // @keithernet”,0,1,1,https://twitter.com/john_papa/status/409760670410756096
Nick Craver,Twitter,上午12:01 - 2014年9月24日,喜欢,Barry 的 Twitter: “@Nick_Craver wish him a speedy recovery. Can&#39;t be nice for you and your family either :(”,0,1,1,https://twitter.com/codingbadger/status/514670829037445120
Nick Craver,Twitter,上午3:43 - 2013年12月2日,喜欢,Salvatore Sanfilippo 的 Twitter: “Read this comment from Ben Noordhuis if you did not already -&gt; https://t.co/5Zd68w9gJ8”,0,9,4,https://twitter.com/antirez/status/407475124150239232
Nick Craver,Twitter,下午11:00 - 2014年8月6日,喜欢,Ilya Grigorik 的 Twitter: “HTTPS is now a ranking signal in Google search: http://t.co/4tJEcpksbX - HTTPS all the things! ... \o/”,0,254,28,https://twitter.com/igrigorik/status/497260851326238720
Nick Craver,Twitter,下午12:33 - 2013年10月24日,喜欢,David Fullerton 的 Twitter: “@Nick_Craver works for interviews too”,0,1,1,https://twitter.com/df07/status/393460197907521536
Nick Craver,Twitter,下午2:28 - 2014年7月3日,喜欢,C. S. Prakash 的 Twitter: “Those thousands of brands in your supermarket...are really owned by a handful of companies   &#10;http://t.co/68JIgAliTF http://t.co/NDhLfOJGBV”,0,156,12,https://twitter.com/agbioworld/status/484811064085708800
Nick Craver,Twitter,下午2:10 - 2013年9月24日,喜欢,Kevin Montrose 的 Twitter: “Confidential http://t.co/7yvPOABIfY”,0,2,1,https://twitter.com/kevinmontrose/status/382613139604246528
Nick Craver,Twitter,上午8:32 - 2014年4月20日,喜欢,d3noob 的 Twitter: “Finished updating the icons for my http://t.co/KJbxSXz2PL examples. Over 50 #d3js and #Leaflet examples. Pretty :-) http://t.co/Pi3oXl8oid”,0,25,1,https://twitter.com/d3noob/status/457904745017917440
Nick Craver,Twitter,下午1:22 - 2013年8月22日,喜欢,Kevin Montrose 的 Twitter: “What the f http://t.co/adimjsF9Ls”,0,10,8,https://twitter.com/kevinmontrose/status/370642258980515840
Nick Craver,Twitter,下午3:40 - 2014年4月7日,喜欢,Erik Howard 的 Twitter: “Great interview by @GeekDads with Anthony Mackie - The Falcon from Captain America. http://t.co/xxRstZUJEH /cc @shanselman”,0,5,2,https://twitter.com/erik_howard/status/453301372775976960
Nick Craver,Twitter,下午9:44 - 2013年8月8日,喜欢,"@jordansissel 的 Twitter: “If logstash had a common syntax for referencing fields in an event, what term would you use? &#39;field reference&#39; ? something else?”",0,1,8,https://twitter.com/jordansissel/status/365694955236233216
Nick Craver,Twitter,上午8:08 - 2014年4月7日,喜欢,"Visual Studio 的 Twitter: “http://t.co/IyMPN2kMK0 - New preview of “Roslyn”, (officially named) .NET Compiler Platform. now part of .NET &amp; VS, but try it right now”",0,20,40,https://twitter.com/visualstudio/status/453187442322198528
Nick Craver,Twitter,下午3:24 - 2014年4月4日,喜欢,"NBCWashington 的 Twitter: “Va. Congressman Jim Moran says lawmakers can&#39;t live on $174,000 a year. News4&#39;s @MacFarlaneNews breaks down the figures at 6:29pm”",0,12,24,https://twitter.com/nbcwashington/status/452210023138353152
Nick Craver,Twitter,下午1:52 - 2014年2月19日,喜欢,"elastic 的 Twitter: “curious how best to monitor your elasticsearch cluster? recording of todays webinar, @bleskes live showing marvel: http://t.co/oSRVuQO3HC”",0,9,14,https://twitter.com/elastic/status/436257045839609856
